Gender,Senior Citizen,Dependants,Tenure in Months,Phone Service,Multiple Lines,Monthly Charges in $,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year,Internet Service_DSL,Internet Service_Fiber optic,Cluster
0,0,1,0.8653100528070927,1,1,0.1400540769499445,0,1,0,0,0,1,1
1,0,0,-0.7375050303877825,1,0,0.3422250036895663,1,1,0,0,1,0,2
0,0,1,1.2762882792673171,1,1,-1.3762278735972184,0,1,0,0,0,1,0
0,0,1,-0.6142115624497152,1,1,-0.0284216953330735,0,1,0,0,0,1,3
1,0,0,0.7831144075150479,1,0,1.2519941740178642,0,1,0,0,0,1,1
1,0,0,-0.6553093850957377,1,1,-1.5447036458802366,0,1,0,0,0,1,0
0,0,1,-0.2443311586355132,1,1,-1.5447036458802366,0,1,0,0,0,1,0
0,0,0,1.0297013433911826,1,1,1.5215554096706931,0,1,0,0,0,1,1
0,0,1,1.440679569851407,1,0,1.4541651007574858,0,1,0,0,0,1,1
1,0,0,-1.3128745474320966,1,1,-1.5783988003368403,0,0,0,1,1,0,0
0,0,0,0.9064078754531152,1,0,0.00527345912353,0,0,0,1,1,0,1
0,0,0,1.6050708604354966,1,1,0.6117862393423953,0,1,0,0,0,1,1
0,0,0,-1.1073854342019844,0,1,-0.702324784465146,0,1,0,0,0,1,3
0,0,0,1.1118969886832273,1,0,1.1509087106480531,0,0,1,0,0,1,1
1,0,1,1.15299481132925,1,1,1.353079637387675,1,1,0,0,1,0,1
0,0,0,-1.2717767247860745,1,0,-1.511008491423633,1,0,0,1,1,0,0
1,0,0,1.2351904566212948,1,0,0.2074443858631518,0,1,0,0,0,1,1
0,0,0,-0.6553093850957377,1,0,0.6117862393423953,0,1,0,0,0,1,3
1,1,0,1.0297013433911826,1,0,1.1172135561914496,1,1,0,0,1,0,1
0,0,1,-0.2854289812815356,1,0,-0.5338490121821279,0,0,0,1,1,0,2
0,0,1,0.8242122301610703,0,0,-0.5675441666387315,0,0,0,1,1,0,0
0,0,0,-0.3265268039275581,1,0,-1.5783988003368403,0,0,1,0,1,0,0
0,0,0,-1.3128745474320966,1,1,0.5443959304291881,1,0,0,1,1,0,2
0,0,1,-0.3676246265735805,1,1,-1.511008491423633,0,1,0,0,1,0,0
0,0,0,-1.2717767247860745,1,0,0.1063589224933409,0,0,0,1,1,0,2
1,0,0,-1.3128745474320966,1,0,-1.5447036458802366,1,0,1,0,0,1,0
0,0,0,1.3995817472053844,1,0,0.3085298492329626,0,1,0,0,0,1,1
1,0,0,-0.6553093850957377,0,1,-0.3653732398991098,0,0,1,0,1,0,2
1,0,0,-0.9018963209718724,1,1,0.1400540769499445,0,1,0,0,1,0,2
1,0,0,0.7420165848690254,1,0,-1.3762278735972184,0,1,0,0,0,1,0
0,0,0,-1.230678902140052,1,0,0.1400540769499445,0,0,0,1,0,1,3
0,1,0,-1.3128745474320966,1,1,0.4433104670593772,1,0,0,1,1,0,2
0,0,1,-1.3128745474320966,1,1,0.1400540769499445,1,0,0,1,1,0,2
0,1,0,1.6050708604354966,1,0,0.6117862393423953,0,1,0,0,1,0,1
1,0,0,-0.5731137398036927,1,1,-0.0284216953330735,0,1,0,0,0,1,3
1,0,0,1.3173861019133395,1,0,-1.342532719140615,0,0,0,1,1,0,0
0,0,0,0.4954296489928907,1,1,1.1509087106480531,0,1,0,0,0,1,1
1,0,0,-1.148483256848007,1,0,0.7802620116254134,0,0,1,0,1,0,2
0,0,0,0.9475056980991376,0,0,-0.702324784465146,0,1,0,0,1,0,0
0,1,0,-1.1895810794940294,1,1,0.2748346947763591,0,0,1,0,0,1,3
0,0,0,1.2762882792673171,1,1,0.6791765482556026,0,0,1,0,1,0,1
0,0,1,0.3310383584088009,1,1,-1.5447036458802366,0,0,1,0,0,1,0
0,0,0,0.0844514225326663,1,0,-0.163202313159488,0,1,0,0,0,1,3
0,0,0,-1.3128745474320966,0,1,-1.3762278735972184,1,1,0,0,0,1,0
0,1,0,-1.230678902140052,1,0,0.4433104670593772,1,0,1,0,1,0,2
1,1,0,1.15299481132925,1,0,-1.3762278735972184,0,1,0,0,1,0,0
1,1,0,-1.3128745474320966,1,0,0.2748346947763591,1,1,0,0,0,1,3
0,0,1,0.0844514225326663,1,0,-0.3316780854425061,0,1,0,0,1,0,2
0,0,1,1.4817773924974291,1,0,1.5889457185839004,0,1,0,0,1,0,1
0,0,0,1.2762882792673171,1,1,0.0726637680367373,0,0,0,1,1,0,1
1,0,1,0.7420165848690254,1,1,1.4878602552140896,0,1,0,0,0,1,1
1,0,1,-0.6553093850957377,1,1,-1.5447036458802366,0,0,0,1,1,0,0
0,0,1,1.4817773924974291,0,0,-0.7360199389217497,0,0,0,1,1,0,0
1,0,1,-1.3128745474320966,0,1,-1.1740569468575968,1,0,1,0,0,1,0
0,0,1,-0.4909180945116478,1,1,-0.0284216953330735,0,1,0,0,0,1,3
0,0,0,0.8653100528070927,1,1,1.0498232472782425,0,1,0,0,0,1,1
1,0,0,-1.3128745474320966,0,0,-1.4436181825104255,1,1,0,0,0,1,0
1,0,0,-1.1895810794940294,1,0,0.1400540769499445,1,1,0,0,0,1,3
1,0,1,-1.3539723700781192,1,1,-0.1295071587028844,0,0,0,1,0,1,3
1,0,0,-1.066287611555962,1,1,0.1400540769499445,0,1,0,0,0,1,3
1,0,1,-0.0388420454054009,1,0,-1.5783988003368403,0,0,1,0,0,1,0
1,0,1,1.6050708604354966,1,0,-1.5447036458802366,0,0,0,1,1,0,0
1,0,0,-0.5731137398036927,0,0,-0.8708005567481641,1,1,0,0,1,0,0
1,0,1,-0.9429941436178948,1,1,-1.5447036458802366,0,1,0,0,0,1,0
1,1,0,-0.4909180945116478,1,0,0.1063589224933409,1,0,0,1,1,0,2
0,1,0,0.4954296489928907,1,1,0.1400540769499445,0,1,0,0,0,1,3
1,1,0,-0.0388420454054009,1,1,-1.5447036458802366,0,1,0,0,0,1,0
0,0,0,0.2899405357627785,1,1,1.353079637387675,0,0,0,1,0,1,1
0,0,0,0.5776252942849356,0,1,-0.8034102478349568,0,1,0,0,0,1,0
0,0,0,0.1255492451786887,0,0,-0.432763548812317,0,0,1,0,1,0,0
0,0,1,1.4817773924974291,1,0,1.3193844829310717,0,1,0,0,1,0,1
0,0,0,1.5639730377894745,1,1,0.5107007759725845,0,0,1,0,0,1,1
1,0,0,0.0844514225326663,0,1,-0.432763548812317,0,1,0,0,1,0,0
1,0,0,-1.230678902140052,1,1,-0.3653732398991098,0,0,0,1,1,0,2
1,1,0,1.6050708604354966,1,1,1.4878602552140896,0,0,1,0,1,0,1
1,0,1,1.6050708604354966,1,1,0.8476523205386207,0,0,1,0,1,0,1
0,0,1,1.440679569851407,1,0,0.2411395403197554,0,1,0,0,1,0,1
0,0,0,0.3721361810548234,0,0,-0.3653732398991098,0,1,0,0,1,0,0
1,1,0,-0.4909180945116478,1,1,-1.5447036458802366,0,1,0,0,0,1,0
0,1,0,-1.0251897889099395,1,1,0.8813474749952243,1,1,0,0,0,1,3
1,1,0,-0.9429941436178948,1,1,0.3085298492329626,0,1,0,0,0,1,3
0,0,0,1.5639730377894745,1,1,1.3867747918442783,0,1,0,0,1,0,1
0,1,0,0.5365274716389132,1,0,0.8476523205386207,0,0,1,0,1,0,1
0,0,1,-1.230678902140052,1,0,0.4770056215159808,0,1,0,0,0,1,3
0,1,0,-0.8607984983258499,1,0,0.8476523205386207,1,0,1,0,1,0,2
0,0,0,-0.2854289812815356,0,1,-0.6012393210953352,0,0,1,0,0,1,0
1,0,0,-1.230678902140052,1,0,-0.5338490121821279,0,0,1,0,0,1,3
0,0,0,0.6598209395769805,1,0,0.2748346947763591,0,1,0,0,1,0,1
1,0,0,0.0022557772406214,1,0,0.5107007759725845,0,0,0,1,0,1,3
1,0,0,0.3721361810548234,1,1,0.9487377839084316,0,1,0,0,0,1,3
1,0,1,-0.0799398680514234,1,1,0.3085298492329626,0,1,0,0,1,0,2
1,1,1,1.440679569851407,1,1,1.3867747918442783,0,1,0,0,0,1,1
1,1,1,1.358483924559362,1,0,1.6900311819537113,0,1,0,0,1,0,1
1,0,1,1.0297013433911826,1,0,-1.5447036458802366,0,1,0,0,1,0,0
1,0,1,0.0844514225326663,1,0,-1.5447036458802366,0,1,0,0,1,0,0
1,0,0,-1.3128745474320966,1,1,-1.5447036458802366,0,1,0,0,1,0,0
0,0,0,0.2899405357627785,1,0,0.3085298492329626,0,1,0,0,1,0,2
0,0,0,-0.8197006756798274,1,0,0.3422250036895663,0,1,0,0,0,1,3
1,0,0,0.98860352074516,1,0,-0.3316780854425061,0,1,0,0,1,0,1
1,0,0,-1.3128745474320966,1,1,-0.6686296300085424,1,1,0,0,0,1,3
0,0,0,0.5365274716389132,1,1,-0.3990683943557134,1,0,1,0,0,1,0
0,1,1,0.2899405357627785,1,0,0.9824329383650352,1,1,0,0,1,0,1
1,0,1,-0.4909180945116478,1,0,0.4096153126027735,1,0,0,1,0,1,3
0,0,0,-1.1073854342019844,1,1,1.083518401734846,1,1,0,0,0,1,3
1,0,1,1.070799166037205,1,1,1.5215554096706931,0,1,0,0,0,1,1
1,0,0,-0.7375050303877825,1,0,-0.2305926220726953,1,0,1,0,1,0,2
0,0,0,-0.2443311586355132,1,0,0.9824329383650352,1,1,0,0,0,1,3
1,0,0,1.5639730377894745,1,0,1.6900311819537113,0,1,0,0,1,0,1
0,0,0,0.4954296489928907,1,0,0.7802620116254134,0,1,0,0,0,1,1
1,0,0,-1.1895810794940294,1,0,-1.511008491423633,0,1,0,0,1,0,0
0,0,0,-1.3128745474320966,1,1,-1.5447036458802366,1,0,1,0,1,0,0
1,0,1,0.5776252942849356,1,1,1.1172135561914496,1,0,1,0,0,1,1
1,0,0,0.0433535998866438,1,1,-0.5338490121821279,0,1,0,0,0,1,3
0,0,1,-0.6142115624497152,1,0,-0.3990683943557134,0,1,0,0,1,0,2
0,0,0,-1.0251897889099395,1,1,-0.3990683943557134,0,1,0,0,0,1,3
1,0,0,-1.066287611555962,0,1,-1.0055811745745786,0,1,0,0,0,1,3
1,0,1,-1.148483256848007,1,1,0.6117862393423953,1,1,0,0,0,1,3
0,0,0,0.2488427131167561,1,1,-0.2305926220726953,0,1,0,0,0,1,3
1,0,1,-0.1621355133434683,1,1,-1.511008491423633,0,0,0,1,0,1,0
0,0,0,-1.3128745474320966,1,0,-0.3653732398991098,1,1,0,0,1,0,2
1,0,1,-0.0799398680514234,0,1,-1.3762278735972184,0,0,1,0,0,1,0
1,0,0,-1.2717767247860745,0,1,-1.4099230280538222,0,1,0,0,0,1,0
1,0,0,1.2351904566212948,1,0,0.1737492314065482,0,0,1,0,1,0,1
1,0,0,-0.5320159171576703,1,0,0.4433104670593772,0,0,1,0,1,0,2
0,0,0,1.5639730377894745,1,0,0.5780910848857916,0,0,0,1,1,0,1
0,0,0,1.358483924559362,1,0,-0.163202313159488,0,1,0,0,0,1,1
1,0,0,-1.0251897889099395,1,0,-0.702324784465146,1,0,1,0,1,0,2
0,0,0,-1.2717767247860745,1,0,1.0161280928216387,1,0,0,1,0,1,3
1,0,0,-1.230678902140052,0,1,-1.0392763290311822,0,1,0,0,0,1,3
0,0,0,0.5776252942849356,1,0,-1.5447036458802366,0,1,0,0,1,0,0
1,0,0,-1.2717767247860745,0,1,-0.5675441666387315,1,0,1,0,0,1,3
1,0,0,-1.3128745474320966,1,0,0.2748346947763591,0,1,0,0,1,0,2
0,0,0,-1.066287611555962,1,0,-1.5447036458802366,0,0,1,0,1,0,0
1,0,1,1.4817773924974291,1,1,1.3193844829310717,0,0,1,0,1,0,1
1,0,0,-1.148483256848007,1,0,1.3193844829310717,0,1,0,0,1,0,2
0,0,0,1.5639730377894745,1,1,-1.5447036458802366,0,1,0,0,0,1,0
0,0,0,-1.3128745474320966,1,0,0.2748346947763591,1,1,0,0,0,1,3
0,0,1,-0.7786028530338049,1,0,0.8139571660820171,1,0,1,0,1,0,2
0,0,0,-0.1621355133434683,1,1,-1.5783988003368403,0,1,0,0,0,1,0
1,0,0,0.9475056980991376,1,0,0.5443959304291881,0,1,0,0,1,0,1
1,1,0,-1.1073854342019844,1,0,1.0161280928216387,1,1,0,0,0,1,3
1,1,0,-1.3128745474320966,0,1,-0.8708005567481641,1,1,0,0,0,1,3
0,0,1,0.5365274716389132,1,1,0.8476523205386207,0,1,0,0,0,1,1
1,0,0,-0.5320159171576703,1,0,1.4204699463008823,0,1,0,0,1,0,2
0,1,0,-0.5320159171576703,1,0,0.6791765482556026,1,0,0,1,1,0,2
0,1,0,0.1666470678247112,1,1,0.3422250036895663,1,0,1,0,1,0,2
0,0,1,-0.3676246265735805,1,1,-1.5447036458802366,0,0,1,0,0,1,0
1,0,1,-0.1621355133434683,1,0,0.9824329383650352,1,1,0,0,0,1,3
0,0,0,-0.4909180945116478,1,1,1.2856893284744677,1,1,0,0,0,1,3
1,0,1,-0.5731137398036927,1,0,1.2519941740178642,1,0,0,1,1,0,2
0,0,0,0.8653100528070927,1,0,0.5107007759725845,0,0,0,1,1,0,1
1,0,0,-1.2717767247860745,1,0,-1.5783988003368403,1,1,0,0,0,1,0
0,1,0,-0.2443311586355132,1,0,1.2856893284744677,1,1,0,0,0,1,3
1,0,0,0.5365274716389132,0,1,-0.163202313159488,0,0,0,1,1,0,1
0,0,0,-0.6142115624497152,1,0,-1.5447036458802366,0,0,0,1,1,0,0
0,0,1,0.4132340037008459,1,0,-0.3316780854425061,1,1,0,0,1,0,0
0,0,0,-1.230678902140052,1,0,-1.5447036458802366,0,0,0,1,1,0,0
1,0,0,-1.1895810794940294,1,1,-0.702324784465146,0,0,1,0,1,0,2
1,0,1,-1.1073854342019844,1,1,0.6117862393423953,1,1,0,0,0,1,3
1,1,0,0.0844514225326663,1,1,1.1846038651046569,0,0,1,0,0,1,3
0,0,1,1.440679569851407,0,0,-0.1968974676160916,0,1,0,0,1,0,1
0,0,0,-1.148483256848007,1,0,1.0161280928216387,1,1,0,0,1,0,2
0,0,0,-1.230678902140052,1,0,-0.702324784465146,0,1,0,0,1,0,2
0,1,0,-1.1895810794940294,1,1,0.2411395403197554,0,0,1,0,1,0,2
0,0,0,-1.1895810794940294,1,0,-1.3762278735972184,0,1,0,0,1,0,0
0,0,0,-1.2717767247860745,1,0,0.4770056215159808,1,1,0,0,1,0,2
1,0,1,0.2899405357627785,1,1,1.4878602552140896,0,1,0,0,0,1,1
1,0,0,-0.9429941436178948,1,0,0.9824329383650352,0,1,0,0,1,0,2
1,1,0,-0.3676246265735805,1,0,0.4770056215159808,0,1,0,0,0,1,3
0,1,0,1.6050708604354966,1,0,1.3867747918442783,0,0,0,1,1,0,1
0,0,0,-0.3676246265735805,1,0,1.1172135561914496,1,1,0,0,1,0,2
0,0,0,1.6050708604354966,1,0,0.7128717027122061,0,0,0,1,1,0,1
0,0,0,-1.3128745474320966,1,0,-0.4664587032689206,1,1,0,0,0,1,3
0,0,0,-0.6142115624497152,1,1,0.7465668571688098,1,1,0,0,1,0,2
1,0,0,-1.1895810794940294,0,0,-0.8708005567481641,0,1,0,0,1,0,0
1,1,0,0.1255492451786887,1,0,0.8476523205386207,1,1,0,0,0,1,3
0,0,0,-0.9018963209718724,1,0,0.3085298492329626,0,0,0,1,1,0,2
1,0,0,-1.3128745474320966,1,1,0.1400540769499445,1,1,0,0,1,0,2
1,0,0,0.3721361810548234,1,0,0.4770056215159808,0,0,0,1,1,0,2
0,1,0,-0.6964072077417601,1,1,0.6454813937989989,1,0,0,1,1,0,2
1,0,0,0.700918762223003,1,1,1.622640873040504,0,1,0,0,0,1,1
0,0,1,0.2077448904707336,1,0,-1.5447036458802366,0,1,0,0,0,1,0
1,1,1,-0.3676246265735805,1,0,0.4770056215159808,0,0,0,1,1,0,2
1,0,1,-0.0799398680514234,1,0,-0.1968974676160916,0,0,0,1,1,0,2
1,0,1,-1.0251897889099395,1,0,-1.5783988003368403,0,1,0,0,0,1,0
0,1,0,0.4132340037008459,1,0,1.4204699463008823,1,1,0,0,1,0,1
0,0,0,0.98860352074516,1,1,0.1400540769499445,0,0,0,1,0,1,1
0,0,1,-0.8197006756798274,1,0,-1.511008491423633,0,0,0,1,1,0,0
1,0,0,0.2899405357627785,1,1,0.8139571660820171,0,0,1,0,0,1,3
1,0,1,-0.408722449219603,1,0,-1.5447036458802366,0,1,0,0,0,1,0
0,0,1,1.6050708604354966,1,0,0.6117862393423953,0,1,0,0,1,0,1
0,0,0,0.9064078754531152,1,1,0.6117862393423953,0,1,0,0,0,1,1
1,0,0,0.618723116930958,1,1,1.5215554096706931,0,0,0,1,1,0,1
0,0,1,0.1255492451786887,1,0,1.0498232472782425,1,1,0,0,0,1,3
1,0,0,-0.9018963209718724,1,0,0.1063589224933409,0,1,0,0,1,0,2
0,0,0,-1.3128745474320966,1,0,0.6454813937989989,0,0,1,0,0,1,3
0,0,0,0.8242122301610703,1,0,1.083518401734846,1,1,0,0,0,1,1
1,0,0,1.522875215143452,0,1,-0.5001538577255242,0,1,0,0,1,0,1
1,0,0,-0.8607984983258499,1,1,1.0161280928216387,0,1,0,0,0,1,3
1,0,0,-0.4498202718656254,1,0,0.9824329383650352,1,1,0,0,1,0,2
0,0,1,0.9064078754531152,1,0,0.1063589224933409,0,0,1,0,1,0,1
0,1,0,-0.2032333359894907,1,1,-0.0621168497896771,0,1,0,0,0,1,3
0,0,1,1.0297013433911826,1,0,-1.5447036458802366,0,1,0,0,1,0,0
1,0,0,-0.5731137398036927,1,0,-1.5447036458802366,0,1,0,0,0,1,0
0,0,0,-0.5731137398036927,1,1,0.9824329383650352,1,1,0,0,0,1,3
1,0,0,-0.0799398680514234,1,0,0.2074443858631518,0,1,0,0,0,1,3
0,0,0,-0.8197006756798274,1,0,0.7802620116254134,1,0,0,1,1,0,2
1,0,0,-1.3128745474320966,1,0,-1.5447036458802366,1,1,0,0,1,0,0
1,0,1,-1.3128745474320966,1,1,0.1737492314065482,1,1,0,0,0,1,3
0,1,0,-0.6142115624497152,1,0,0.2748346947763591,0,1,0,0,1,0,2
0,0,1,-1.2717767247860745,1,0,-1.5447036458802366,0,1,0,0,1,0,0
1,0,0,1.522875215143452,1,0,-0.0284216953330735,0,1,0,0,1,0,1
1,1,0,0.4543318263468683,1,0,-1.5783988003368403,0,0,1,0,0,1,0
0,0,1,-1.1895810794940294,1,0,-1.511008491423633,0,0,1,0,1,0,0
1,0,0,1.3173861019133395,1,0,0.3422250036895663,0,1,0,0,0,1,1
0,1,0,1.5639730377894745,1,0,1.1509087106480531,0,0,1,0,1,0,1
0,0,1,1.2762882792673171,1,0,-0.3990683943557134,0,0,1,0,0,1,1
0,0,0,-0.2032333359894907,1,0,0.8813474749952243,1,1,0,0,1,0,2
0,1,0,-0.6964072077417601,1,0,1.0161280928216387,1,1,0,0,0,1,3
0,0,1,1.522875215143452,1,1,1.622640873040504,1,0,1,0,1,0,1
0,0,1,0.2488427131167561,1,0,0.5443959304291881,0,1,0,0,1,0,1
1,0,0,-0.5731137398036927,1,1,-0.702324784465146,0,0,1,0,1,0,0
0,0,0,1.1118969886832273,1,1,1.3193844829310717,0,1,0,0,1,0,1
1,0,0,0.7420165848690254,1,0,0.8139571660820171,0,0,0,1,1,0,1
0,1,0,0.9475056980991376,1,1,1.4878602552140896,0,0,1,0,1,0,1
1,0,0,1.358483924559362,1,1,1.3193844829310717,1,0,0,1,0,1,1
0,0,1,1.0297013433911826,0,1,-0.3316780854425061,0,0,0,1,1,0,1
0,0,1,1.4817773924974291,1,1,-0.2305926220726953,0,0,1,0,0,1,1
0,0,0,-0.2443311586355132,1,0,-0.3316780854425061,0,1,0,0,1,0,2
0,0,0,-1.3128745474320966,1,0,-0.5675441666387315,0,0,0,1,1,0,2
0,0,0,-1.066287611555962,0,0,-1.3762278735972184,0,1,0,0,0,1,0
1,1,0,-1.0251897889099395,1,0,0.1400540769499445,1,1,0,0,1,0,2
1,0,1,-0.7375050303877825,1,1,0.1400540769499445,0,0,0,1,1,0,2
1,0,0,-0.9840919662639172,1,0,-1.5447036458802366,0,1,0,0,0,1,0
1,0,0,-0.8607984983258499,1,0,0.0389686135801337,0,1,0,0,0,1,3
0,0,0,-0.3265268039275581,1,1,0.1737492314065482,0,0,0,1,0,1,3
0,0,1,-0.2032333359894907,1,0,0.5107007759725845,1,0,0,1,1,0,2
0,0,0,0.6598209395769805,1,0,1.1846038651046569,0,0,0,1,1,0,1
1,1,0,0.98860352074516,0,1,-0.702324784465146,1,1,0,0,0,1,0
1,0,0,-0.9018963209718724,1,1,-1.511008491423633,0,0,1,0,0,1,0
0,0,1,0.1666470678247112,1,0,0.9824329383650352,0,1,0,0,0,1,3
1,0,0,0.2899405357627785,1,1,1.1846038651046569,1,1,0,0,1,0,1
1,0,0,0.8653100528070927,0,1,-0.702324784465146,0,0,1,0,0,1,0
1,0,0,-0.8607984983258499,1,0,0.6454813937989989,0,0,0,1,1,0,2
1,0,0,-1.1895810794940294,1,0,-0.3653732398991098,0,0,0,1,0,1,3
1,0,1,1.358483924559362,1,0,1.2519941740178642,0,1,0,0,0,1,1
1,0,1,1.522875215143452,0,0,-0.1968974676160916,0,0,1,0,1,0,1
0,0,0,-1.3128745474320966,1,1,0.3085298492329626,1,0,1,0,0,1,3
1,0,0,1.0297013433911826,1,0,1.2519941740178642,1,0,0,1,1,0,1
1,1,0,0.5776252942849356,1,1,0.6791765482556026,0,0,0,1,1,0,1
0,1,0,-1.1895810794940294,1,1,0.4433104670593772,1,0,1,0,0,1,3
0,0,1,0.98860352074516,1,0,-0.2305926220726953,0,1,0,0,1,0,1
0,0,0,-0.7375050303877825,1,0,0.9487377839084316,0,0,0,1,1,0,2
0,0,0,-0.3676246265735805,1,0,0.8139571660820171,0,0,1,0,1,0,2
0,0,0,-0.5320159171576703,1,0,-1.5783988003368403,0,0,0,1,1,0,0
1,1,0,1.15299481132925,1,1,1.083518401734846,0,1,0,0,1,0,1
0,0,0,-0.6964072077417601,0,0,-0.5338490121821279,1,1,0,0,0,1,3
0,0,0,1.6050708604354966,1,1,1.083518401734846,0,0,0,1,1,0,1
0,1,0,-0.7786028530338049,0,0,-0.8708005567481641,0,1,0,0,1,0,0
1,0,0,-1.2717767247860745,1,1,-0.6686296300085424,1,1,0,0,0,1,3
1,0,1,1.2762882792673171,1,0,0.8813474749952243,0,0,1,0,1,0,1
1,0,0,-0.1210376906974458,1,1,-1.5447036458802366,0,0,0,1,0,1,0
1,0,0,1.2762882792673171,1,1,0.7802620116254134,0,0,1,0,0,1,1
1,0,0,1.15299481132925,1,0,1.555250564127297,1,1,0,0,0,1,1
0,0,1,0.700918762223003,1,1,0.6117862393423953,0,1,0,0,1,0,1
0,0,0,0.5776252942849356,1,0,0.9824329383650352,0,1,0,0,0,1,1
1,0,0,0.7420165848690254,1,1,-0.1968974676160916,0,1,0,0,0,1,1
0,0,0,0.1666470678247112,1,0,0.8476523205386207,0,0,0,1,1,0,2
0,1,0,1.2762882792673171,1,1,1.0498232472782425,0,1,0,0,0,1,1
1,0,0,1.1118969886832273,0,1,-0.1968974676160916,0,1,0,0,0,1,1
1,0,0,-1.3128745474320966,1,1,-1.5447036458802366,0,0,1,0,0,1,0
1,0,0,-0.7786028530338049,1,0,0.5443959304291881,0,1,0,0,1,0,2
0,0,0,-1.3128745474320966,1,0,0.3422250036895663,1,0,0,1,1,0,2
0,0,1,-0.6553093850957377,1,0,0.7465668571688098,1,0,1,0,1,0,2
1,0,0,1.2351904566212948,1,1,1.2856893284744677,0,0,1,0,1,0,1
0,0,1,1.6050708604354966,1,0,-1.342532719140615,0,0,1,0,1,0,0
1,0,1,-0.1621355133434683,1,1,1.1846038651046569,0,0,0,1,0,1,3
0,0,1,-0.6142115624497152,1,0,-0.1295071587028844,0,1,0,0,1,0,2
1,1,0,0.2077448904707336,1,0,0.1400540769499445,1,0,1,0,1,0,2
1,1,0,-0.2854289812815356,1,1,-1.5783988003368403,0,0,0,1,1,0,0
1,1,0,1.522875215143452,1,0,1.3193844829310717,0,1,0,0,1,0,1
0,0,0,-1.066287611555962,1,0,0.4433104670593772,1,1,0,0,0,1,3
0,0,0,-0.4498202718656254,1,1,-1.511008491423633,0,1,0,0,0,1,0
0,0,1,-0.3265268039275581,1,1,-0.3653732398991098,0,1,0,0,0,1,3
1,0,0,0.0022557772406214,0,1,-0.9044957112047678,0,0,1,0,1,0,0
1,1,0,-0.2443311586355132,1,0,1.0161280928216387,1,1,0,0,0,1,3
1,0,1,-0.7375050303877825,1,1,0.3085298492329626,1,1,0,0,0,1,3
0,0,0,0.3310383584088009,1,0,-1.3762278735972184,0,1,0,0,1,0,0
1,0,0,0.2077448904707336,1,1,0.9824329383650352,0,1,0,0,0,1,3
1,1,0,0.4543318263468683,1,0,0.7802620116254134,0,1,0,0,0,1,1
1,0,1,1.358483924559362,1,0,-1.5447036458802366,0,1,0,0,1,0,0
1,0,1,-0.5731137398036927,1,0,-1.511008491423633,0,0,0,1,1,0,0
1,0,0,-0.6553093850957377,1,0,0.8139571660820171,1,0,1,0,1,0,2
1,0,0,-1.066287611555962,1,0,0.3085298492329626,0,1,0,0,1,0,2
0,1,0,-0.4909180945116478,1,1,0.2074443858631518,0,1,0,0,0,1,3
1,0,0,1.15299481132925,1,1,0.9487377839084316,1,1,0,0,1,0,1
0,0,0,-1.1895810794940294,1,1,-0.5001538577255242,0,1,0,0,0,1,3
1,0,1,1.0297013433911826,1,1,0.3085298492329626,0,0,0,1,1,0,1
0,0,1,-0.4909180945116478,0,1,-0.3316780854425061,1,1,0,0,1,0,2
1,0,1,1.1118969886832273,1,1,-1.5447036458802366,0,1,0,0,0,1,0
0,0,0,0.4132340037008459,1,0,-1.342532719140615,0,1,0,0,0,1,0
1,1,0,0.1255492451786887,1,1,0.6454813937989989,1,1,0,0,0,1,3
0,1,0,0.98860352074516,0,1,-0.3653732398991098,0,1,0,0,0,1,1
1,0,0,-0.3676246265735805,1,1,-0.3653732398991098,0,1,0,0,0,1,3
1,0,1,1.440679569851407,1,0,1.3193844829310717,0,0,0,1,1,0,1
1,0,0,1.6050708604354966,1,1,0.9824329383650352,0,0,1,0,1,0,1
1,0,0,-0.9840919662639172,0,1,-0.8708005567481641,0,1,0,0,0,1,3
1,0,1,1.358483924559362,1,1,0.4770056215159808,0,1,0,0,0,1,1
0,0,0,-1.0251897889099395,1,0,0.2748346947763591,0,1,0,0,1,0,2
0,0,1,0.700918762223003,1,0,1.2519941740178642,0,0,1,0,0,1,1
0,0,0,-0.9429941436178948,1,1,0.3422250036895663,0,0,0,1,1,0,2
1,0,0,0.8653100528070927,0,1,-1.2077521013142003,0,1,0,0,0,1,0
0,0,0,-1.3128745474320966,1,1,0.4770056215159808,1,0,0,1,1,0,2
1,0,0,1.5639730377894745,1,0,1.4541651007574858,0,1,0,0,0,1,1
1,0,1,-1.1895810794940294,1,1,1.1846038651046569,1,1,0,0,0,1,3
1,0,0,0.0022557772406214,1,1,-0.3653732398991098,0,0,0,1,1,0,2
1,1,0,-0.9429941436178948,1,1,0.7128717027122061,1,0,1,0,0,1,3
0,0,0,1.6050708604354966,0,0,-0.5675441666387315,0,1,0,0,1,0,1
0,1,0,-1.3128745474320966,1,1,-1.511008491423633,1,0,1,0,1,0,0
0,0,0,1.3995817472053844,1,1,-1.342532719140615,0,0,0,1,1,0,0
0,0,0,-0.4498202718656254,1,1,0.4770056215159808,0,0,0,1,1,0,2
1,0,0,1.1940926339752722,1,0,1.0498232472782425,1,0,0,1,1,0,1
0,1,0,-0.4909180945116478,0,1,-0.8034102478349568,1,1,0,0,1,0,0
0,0,1,1.440679569851407,1,0,1.555250564127297,0,1,0,0,0,1,1
1,0,0,-1.066287611555962,1,1,1.083518401734846,1,1,0,0,1,0,2
